,timestamp,action,price,quantity,fees,balance,reason,profit_loss
0,2025-09-06 19:00:00+00:00,buy,110385.69,0.008606187994114093,0.9500000000000002,49.04999999999984,Golden cross: SMA5 crossed above SMA20,
1,2025-09-13 05:00:00+00:00,sell,116010.03,0.008606187994114093,0.9984041273828157,1046.4557232554325,Backtest end - force close,47.40572325543269
